Time,Speed,Engine Speed,Gear
0.0,25.885416666666664,1940.0,8
0.1,25.885416666666664,1940.0,8
0.2,25.885416666666664,1940.0,8
0.3,25.885416666666664,1940.0,8
0.4,25.885416666666664,1940.0,8
0.5,25.885416666666664,1940.0,8
0.6,25.885416666666664,1940.0,8
0.7,25.885416666666664,1940.0,8
0.8,25.885416666666664,1940.0,8
0.9,25.885416666666664,1940.0,8
1.0,25.885416666666664,1940.0,8
1.1,25.885416666666664,1940.0,8
1.2,25.885416666666664,1940.0,8
1.3,25.885416666666664,1940.0,8
1.4,25.885416666666664,1940.0,8
1.5,25.885416666666664,1940.0,8
1.6,25.885416666666664,1940.0,8
1.7,25.885416666666664,1940.0,8
1.8,25.885416666666664,1940.0,8
1.9,25.885416666666664,1940.0,8
2.0,25.885416666666664,1940.0,8
2.1,25.885416666666664,1940.0,8
2.2,25.885416666666664,1940.0,8
2.3,25.885416666666664,1940.0,8
2.4,25.885416666666664,1940.0,8
2.5,25.885416666666664,1940.0,8
2.6,25.885416666666664,1940.0,8
2.7,25.885416666666664,1940.0,8
2.8,25.885416666666664,1940.0,8
2.9,25.885416666666664,1940.0,8
3.0,25.885416666666664,1940.0,8
3.1,25.885416666666664,1940.0,8
3.2,25.885416666666664,1940.0,8
3.3,25.885416666666664,1940.0,8
3.4,25.885416666666664,1940.0,8
3.5,25.885416666666664,1940.0,8
3.6,25.885416666666664,1940.0,8
3.7,25.885416666666664,1940.0,8
3.8,25.885416666666664,1940.0,8
3.9,25.885416666666664,1940.0,8
4.0,25.885416666666664,1940.0,8
4.1,25.885416666666664,1940.0,8
4.2,25.885416666666664,1940.0,8
4.3,25.885416666666664,1940.0,8
4.4,25.885416666666664,1940.0,8
4.5,25.885416666666664,1940.0,8
4.6,25.885416666666664,1940.0,8
4.7,25.885416666666664,1940.0,8
4.8,25.885416666666664,1940.0,8
4.9,25.885416666666664,1940.0,8
5.0,25.885416666666664,1940.0,8
5.1,25.885416666666664,1940.0,8
5.2,25.885416666666664,1940.0,8
5.3,25.885416666666664,1940.0,8
5.4,25.885416666666664,1940.0,8
5.5,25.885416666666664,1940.0,8
5.6,25.885416666666664,1940.0,8
5.7,25.885416666666664,1940.0,8
5.8,25.885416666666664,1940.0,8
5.9,25.885416666666664,1940.0,8
6.0,25.885416666666664,1940.0,8
6.1,25.885416666666664,1940.0,8
6.2,25.885416666666664,1940.0,8
6.3,25.885416666666664,1940.0,8
6.4,25.885416666666664,1940.0,8
6.5,25.885416666666664,1940.0,8
6.6,25.885416666666664,1940.0,8
6.7,25.885416666666664,1940.0,8
6.8,25.885416666666664,1940.0,8
6.9,25.885416666666664,1940.0,8
7.0,25.885416666666664,1940.0,8
7.1,25.885416666666664,1940.0,8
7.2,25.885416666666664,1940.0,8
7.3,25.885416666666664,1940.0,8
7.4,25.885416666666664,1940.0,8
7.5,25.885416666666664,1940.0,8
7.6,25.885416666666664,1940.0,8
7.7,25.885416666666664,1940.0,8
7.8,25.885416666666664,1940.0,8
7.9,25.885416666666664,1940.0,8
8.0,25.885416666666664,1940.0,8
8.1,25.885416666666664,1940.0,8
8.2,25.885416666666664,1940.0,8
8.3,25.885416666666664,1940.0,8
8.4,25.885416666666664,1940.0,8
8.5,25.885416666666664,1940.0,8
8.6,25.885416666666664,1940.0,8
8.7,25.885416666666664,1940.0,8
8.8,25.885416666666664,1940.0,8
8.9,25.885416666666664,1940.0,8
9.0,25.885416666666664,1940.0,8
9.1,25.885416666666664,1940.0,8
9.2,25.885416666666664,1940.0,8
9.3,25.885416666666664,1940.0,8
9.4,25.885416666666664,1940.0,8
9.5,25.885416666666664,1940.0,8
9.6,25.885416666666664,1940.0,8
9.7,25.885416666666664,1940.0,8
9.8,25.885416666666664,1940.0,8
9.9,25.885416666666664,1940.0,8
10.0,25.885416666666664,1940.0,8
10.1,25.885416666666664,1940.0,8
10.2,25.885416666666664,1940.0,8
10.3,25.885416666666664,1940.0,8
10.4,25.885416666666664,1940.0,8
10.5,25.885416666666664,1940.0,8
10.6,25.885416666666664,1940.0,8
10.7,25.885416666666664,1940.0,8
10.8,25.885416666666664,1940.0,8
10.9,25.885416666666664,1940.0,8
11.0,25.885416666666664,1940.0,8
11.1,25.885416666666664,1940.0,8
11.2,25.885416666666664,1940.0,8
11.3,25.885416666666664,1940.0,8
11.4,25.885416666666664,1940.0,8
11.5,25.885416666666664,1940.0,8
11.6,25.885416666666664,1940.0,8
11.7,25.885416666666664,1940.0,8
11.8,25.885416666666664,1940.0,8
11.9,25.885416666666664,1940.0,8
12.0,25.885416666666664,1940.0,8
12.1,25.885416666666664,1940.0,8
12.2,25.885416666666664,1940.0,8
12.3,25.885416666666664,1940.0,8
12.4,25.885416666666664,1940.0,8
12.5,25.885416666666664,1940.0,8
12.6,25.885416666666664,1940.0,8
12.7,25.885416666666664,1940.0,8
12.8,25.885416666666664,1940.0,8
12.9,25.885416666666664,1940.0,8
13.0,25.885416666666664,1940.0,8
13.1,25.885416666666664,1940.0,8
13.2,25.885416666666664,1940.0,8
13.3,25.885416666666664,1940.0,8
13.4,25.885416666666664,1940.0,8
13.5,25.885416666666664,1940.0,8
13.6,25.885416666666664,1940.0,8
13.7,25.885416666666664,1940.0,8
13.8,25.885416666666664,1940.0,8
13.9,25.885416666666664,1940.0,8
14.0,25.885416666666664,1940.0,8
14.1,25.885416666666664,1940.0,8
14.2,25.885416666666664,1940.0,8
14.3,25.885416666666664,1940.0,8
14.4,25.885416666666664,1940.0,8
14.5,25.885416666666664,1940.0,8
14.6,25.885416666666664,1940.0,8
14.7,25.885416666666664,1940.0,8
14.8,25.885416666666664,1940.0,8
14.9,25.885416666666664,1940.0,8
15.0,25.885416666666664,1940.0,8
15.1,25.885416666666664,1940.0,8
15.2,25.885416666666664,1940.0,8
15.3,25.885416666666664,1940.0,8
15.4,25.885416666666664,1940.0,8
15.5,25.885416666666664,1940.0,8
15.6,25.885416666666664,1940.0,8
15.7,25.885416666666664,1940.0,8
15.8,25.885416666666664,1940.0,8
15.9,25.885416666666664,1940.0,8
16.0,25.885416666666664,1940.0,8
16.1,25.885416666666664,1940.0,8
16.2,25.885416666666664,1940.0,8
16.3,25.885416666666664,1940.0,8
16.4,25.885416666666664,1940.0,8
16.5,25.885416666666664,1940.0,8
16.6,25.885416666666664,1940.0,8
16.7,25.885416666666664,1940.0,8
16.8,25.885416666666664,1940.0,8
16.9,25.885416666666664,1940.0,8
17.0,25.885416666666664,1940.0,8
17.1,25.885416666666664,1940.0,8
17.2,25.885416666666664,1940.0,8
17.3,25.885416666666664,1940.0,8
17.4,25.885416666666664,1940.0,8
17.5,25.885416666666664,1940.0,8
17.6,25.885416666666664,1940.0,8
17.7,25.885416666666664,1940.0,8
17.8,25.885416666666664,1940.0,8
17.9,25.885416666666664,1940.0,8
18.0,25.885416666666664,1940.0,8
18.1,25.885416666666664,1940.0,8
18.2,25.885416666666664,1940.0,8
18.3,25.885416666666664,1940.0,8
18.4,25.885416666666664,1940.0,8
18.5,25.885416666666664,1940.0,8
18.6,25.885416666666664,1940.0,8
18.7,25.885416666666664,1940.0,8
18.8,25.885416666666664,1940.0,8
18.9,25.885416666666664,1940.0,8
19.0,25.885416666666664,1940.0,8
19.1,25.885416666666664,1940.0,8
19.2,25.885416666666664,1940.0,8
19.3,25.885416666666664,1940.0,8
19.4,25.885416666666664,1940.0,8
19.5,25.885416666666664,1940.0,8
19.6,25.885416666666664,1940.0,8
19.7,25.885416666666664,1940.0,8
19.8,25.885416666666664,1940.0,8
19.9,25.885416666666664,1940.0,8
20.0,25.885416666666664,1940.0,8
20.1,25.885416666666664,1940.0,8
20.2,25.885416666666664,1940.0,8
20.3,25.885416666666664,1940.0,8
20.4,25.885416666666664,1940.0,8
20.5,25.885416666666664,1940.0,8
20.6,25.885416666666664,1940.0,8
20.7,25.885416666666664,1940.0,8
20.8,25.885416666666664,1940.0,8
20.9,25.885416666666664,1940.0,8
21.0,25.885416666666664,1940.0,8
21.1,25.885416666666664,1940.0,8
21.2,25.885416666666664,1940.0,8
21.3,25.885416666666664,1940.0,8
21.4,25.885416666666664,1940.0,8
21.5,25.885416666666664,1940.0,8
21.6,25.885416666666664,1940.0,8
21.7,25.885416666666664,1940.0,8
21.8,25.885416666666664,1940.0,8
21.9,25.885416666666664,1940.0,8
22.0,25.885416666666664,1940.0,8
22.1,25.885416666666664,1940.0,8
22.2,25.885416666666664,1940.0,8
22.3,25.885416666666664,1940.0,8
22.4,25.885416666666664,1940.0,8
22.5,25.885416666666664,1940.0,8
22.6,25.885416666666664,1940.0,8
22.7,25.885416666666664,1940.0,8
22.8,25.885416666666664,1940.0,8
22.9,25.885416666666664,1940.0,8
23.0,25.885416666666664,1940.0,8
23.1,25.885416666666664,1940.0,8
23.2,25.885416666666664,1940.0,8
23.3,25.885416666666664,1940.0,8
23.4,25.885416666666664,1940.0,8
23.5,25.885416666666664,1940.0,8
23.6,25.885416666666664,1940.0,8
23.7,25.885416666666664,1940.0,8
23.8,25.885416666666664,1940.0,8
23.9,25.885416666666664,1940.0,8
24.0,25.885416666666664,1940.0,8
24.1,25.885416666666664,1940.0,8
24.2,25.885416666666664,1940.0,8
24.3,25.885416666666664,1940.0,8
24.4,25.885416666666664,1940.0,8
24.5,25.885416666666664,1940.0,8
24.6,25.885416666666664,1940.0,8
24.7,25.885416666666664,1940.0,8
